V,https://fas.calendar.utoronto.ca/listing-program-subject-areas#V
W,https://fas.calendar.utoronto.ca/listing-program-subject-areas#W
199/299/398/399 (Faculty of Arts & Science Programs),https://fas.calendar.utoronto.ca/199299398399-faculty-arts-science-programs
Academic Bridging Program,https://fas.calendar.utoronto.ca/section/Academic-Bridging-Program
Actuarial Science,https://fas.calendar.utoronto.ca/section/Actuarial-Science
African Studies (New College),https://fas.calendar.utoronto.ca/section/New-College
American Studies,https://fas.calendar.utoronto.ca/section/American-Studies
Anatomy,https://fas.calendar.utoronto.ca/section/Anatomy
Anthropology,https://fas.calendar.utoronto.ca/section/Anthropology
Archaeology,https://fas.calendar.utoronto.ca/section/Archaeology
Architecture and Visual Studies,https://fas.calendar.utoronto.ca/section/Architecture-and-Visual-Studies
Asian Canadian Studies (University College),https://fas.calendar.utoronto.ca/section/University-College
Astronomy and Astrophysics​,https://fas.calendar.utoronto.ca/section/Astronomy-and-Astrophysics
Biochemistry,https://fas.calendar.utoronto.ca/section/Biochemistry
Biology,https://fas.calendar.utoronto.ca/section/Biology
Book and Media Studies (St. Michael's College),https://fas.calendar.utoronto.ca/section/St.-Michael's-College
"Buddhism, Psychology and Mental Health (New College)",https://fas.calendar.utoronto.ca/section/New-College
Canadian Institute for Theoretical Astrophysics,https://fas.calendar.utoronto.ca/section/Canadian-Institute-for-Theoretical-Astrophysics
Canadian Studies (University College),https://fas.calendar.utoronto.ca/section/University-College
Caribbean Studies (New College),https://fas.calendar.utoronto.ca/section/New-College
Cell and Systems Biology,https://fas.calendar.utoronto.ca/section/Cell-and-Systems-Biology
Celtic Studies (St. Michael's College),https://fas.calendar.utoronto.ca/section/St.-Michael's-College
Centre for Medieval Studies,https://fas.calendar.utoronto.ca/section/Centre-for-Medieval-Studies
Chemistry,https://fas.calendar.utoronto.ca/section/Chemistry
Christianity and Culture (St. Michael's College),https://fas.calendar.utoronto.ca/section/St.-Michael's-College
Cinema Studies Institute,https://fas.calendar.utoronto.ca/section/Cinema-Studies-Institute
Classics,https://fas.calendar.utoronto.ca/section/Classics
Cognitive Science (University College),https://fas.calendar.utoronto.ca/section/University-College
Combined Degree Program (CDP) in Arts/Science and Education (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
"Commerce, Rotman",https://fas.calendar.utoronto.ca/section/Rotman-Commerce
Computer Science,https://fas.calendar.utoronto.ca/section/Computer-Science
"Contemporary Asian Studies, Dr. David Chu Program in","https://fas.calendar.utoronto.ca/section/Contemporary-Asian-Studies,-Dr.-David-Chu-Program-in"
Creative Expression and Society (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
"Criminology and Sociolegal Studies, Centre for","https://fas.calendar.utoronto.ca/section/Criminology-and-Sociolegal-Studies,-Centre-for"
Diaspora and Transnational Studies,https://fas.calendar.utoronto.ca/section/Diaspora-and-Transnational-Studies
"Drama, Theatre and Performance Studies (Centre for)","https://fas.calendar.utoronto.ca/section/Drama,-Theatre-and-Performance-Studies-(Centre-for)"
Earth Sciences,https://fas.calendar.utoronto.ca/section/Earth-Sciences
East Asian Studies,https://fas.calendar.utoronto.ca/section/East-Asian-Studies
Ecology and Evolutionary Biology,https://fas.calendar.utoronto.ca/section/Ecology-and-Evolutionary-Biology
Economics,https://fas.calendar.utoronto.ca/section/Economics
Education and Society (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
"Employment Relations, Centre for Industrial Relations and Human Resources","https://fas.calendar.utoronto.ca/section/Employment-Relations,-Centre-for-Industrial-Relations-and-Human-Resources"
English,https://fas.calendar.utoronto.ca/section/English
Environment (School of the),https://fas.calendar.utoronto.ca/section/Environment-(School-of-the)
Equity Studies (New College),https://fas.calendar.utoronto.ca/section/New-College
Estonian,https://fas.calendar.utoronto.ca/section/Estonian
Ethics (Centre for),https://fas.calendar.utoronto.ca/section/Ethics-(Centre-for)
"Ethics, Society and Law (Trinity College)",https://fas.calendar.utoronto.ca/section/Trinity-College
European Studies,https://fas.calendar.utoronto.ca/section/European-Studies
Finnish,https://fas.calendar.utoronto.ca/section/Finnish
Forest Conservation and Forest Biomaterials Science,https://fas.calendar.utoronto.ca/section/Forest-Conservation-and-Forest-Biomaterials-Science
French,https://fas.calendar.utoronto.ca/section/French
Geography and Planning,https://fas.calendar.utoronto.ca/section/Geography-and-Planning
German,https://fas.calendar.utoronto.ca/section/German
Health Studies (University College),https://fas.calendar.utoronto.ca/section/University-College
History,https://fas.calendar.utoronto.ca/section/History
History and Philosophy of Science and Technology,https://fas.calendar.utoronto.ca/section/History-and-Philosophy-of-Science-and-Technology
History of Art,https://fas.calendar.utoronto.ca/section/History-of-Art
Human Biology,https://fas.calendar.utoronto.ca/section/Human-Biology
Hungarian,https://fas.calendar.utoronto.ca/section/Hungarian
Immunology,https://fas.calendar.utoronto.ca/section/Immunology
Impact Centre,https://fas.calendar.utoronto.ca/section/Impact-Centre
Indigenous Studies (formerly Aboriginal Studies),https://fas.calendar.utoronto.ca/section/Indigenous-Studies
Innis College,https://fas.calendar.utoronto.ca/section/Innis-College
International Relations (Trinity College),https://fas.calendar.utoronto.ca/section/Trinity-College
Italian,https://fas.calendar.utoronto.ca/section/Italian
Jewish Studies (Centre for),https://fas.calendar.utoronto.ca/section/Centre-for-Jewish-Studies
Joint Courses,https://fas.calendar.utoronto.ca/joint-courses
Laboratory Medicine and Pathobiology,https://fas.calendar.utoronto.ca/section/Laboratory-Medicine-and-Pathobiology
Latin American Studies,https://fas.calendar.utoronto.ca/section/Latin-American-Studies
Life Sciences,https://fas.calendar.utoronto.ca/section/Life-Sciences
Linguistics,https://fas.calendar.utoronto.ca/section/Linguistics
Literature and Critical Theory (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
Material Culture (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
Materials Science,https://fas.calendar.utoronto.ca/section/Materials-Science
Mathematics,https://fas.calendar.utoronto.ca/section/Mathematics
Mediaeval Studies (St. Michael's College),https://fas.calendar.utoronto.ca/section/St.-Michael's-College
Molecular Genetics and Microbiology,https://fas.calendar.utoronto.ca/section/Molecular-Genetics-and-Microbiology
Munk One,https://fas.calendar.utoronto.ca/section/Munk-One
Music,https://fas.calendar.utoronto.ca/section/Music
Near and Middle Eastern Civilizations,https://fas.calendar.utoronto.ca/section/Near-and-Middle-Eastern-Civilizations
New College,https://fas.calendar.utoronto.ca/section/New-College
Nutritional Sciences,https://fas.calendar.utoronto.ca/section/Nutritional-Sciences
"Peace, Conflict and Justice","https://fas.calendar.utoronto.ca/section/Peace,-Conflict-and-Justice"
Pharmaceutical Chemistry,https://fas.calendar.utoronto.ca/section/Pharmaceutical-Chemistry
Pharmacology and Toxicology,https://fas.calendar.utoronto.ca/section/Pharmacology-and-Toxicology
Philosophy,https://fas.calendar.utoronto.ca/section/Philosophy
Physics,https://fas.calendar.utoronto.ca/section/Physics
Physiology,https://fas.calendar.utoronto.ca/section/Physiology
Planetary Science,https://fas.calendar.utoronto.ca/section/Planetary-Science
Political Science,https://fas.calendar.utoronto.ca/section/Political-Science
Portuguese,https://fas.calendar.utoronto.ca/section/Portuguese
Psychology,https://fas.calendar.utoronto.ca/section/Psychology
Public Health Sciences,https://fas.calendar.utoronto.ca/section/Public-Health-Sciences
Public Policy,https://fas.calendar.utoronto.ca/section/Public-Policy
Religion,https://fas.calendar.utoronto.ca/section/Religion
Renaissance Studies (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
Rotman Commerce,https://fas.calendar.utoronto.ca/section/Rotman-Commerce
St. Michael's College,https://fas.calendar.utoronto.ca/section/St.-Michael's-College
Science and Society (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
Semiotics and Communications Studies (Victoria College),https://fas.calendar.utoronto.ca/section/Victoria-College
"Sexual Diversity Studies, Mark S. Bonham Centre for","https://fas.calendar.utoronto.ca/section/Sexual-Diversity-Studies,-Mark-S.-Bonham-Centre-for"
Slavic Languages and Literatures,https://fas.calendar.utoronto.ca/section/Slavic-Languages-and-Literatures
Sociology,https://fas.calendar.utoronto.ca/section/Sociology
South Asian Studies,https://fas.calendar.utoronto.ca/section/South-Asian-Studies
Spanish,https://fas.calendar.utoronto.ca/section/Spanish
Statistical Sciences,https://fas.calendar.utoronto.ca/section/Statistical-Sciences
Trinity College,https://fas.calendar.utoronto.ca/section/Trinity-College
University College,https://fas.calendar.utoronto.ca/section/University-College
Urban Studies (Innis College),https://fas.calendar.utoronto.ca/section/Innis-College
Victoria College,https://fas.calendar.utoronto.ca/section/Victoria-College
Women and Gender Studies,https://fas.calendar.utoronto.ca/section/Women-and-Gender-Studies
Writing and Rhetoric (Innis College),https://fas.calendar.utoronto.ca/section/Innis-College
Woodsworth College,https://fas.calendar.utoronto.ca/section/Woodsworth-College
Writing in the Faculty of Arts & Science,https://fas.calendar.utoronto.ca/writing-faculty-arts-science
Program Areas,https://fas.calendar.utoronto.ca/listing-program-subject-areas
Program Search,https://fas.calendar.utoronto.ca/search-programs
Course Search,https://fas.calendar.utoronto.ca/search-courses
Message from the Dean,https://fas.calendar.utoronto.ca/message-dean
Important Notices,https://fas.calendar.utoronto.ca/important-notices
Admission,https://fas.calendar.utoronto.ca/admission
Sessional Dates,https://fas.calendar.utoronto.ca/sessional-dates
Student Services & Resources,https://fas.calendar.utoronto.ca/student-services-resources
Academic and Personal Counselling,https://fas.calendar.utoronto.ca/student-services-resources#counselling
Services and Programs for Students,https://fas.calendar.utoronto.ca/student-services-resources#services-programs
Professional Experience Year,https://fas.calendar.utoronto.ca/student-services-resources#PEY
The Jack McClelland Writer-In-Residence,https://fas.calendar.utoronto.ca/student-services-resources#writer
Student Unions and Associations,https://fas.calendar.utoronto.ca/student-services-resources#unions
First-Year Learning Communities,https://fas.calendar.utoronto.ca/student-services-resources#FLC
Awards,https://fas.calendar.utoronto.ca/student-services-resources#awards
International Opportunities,https://fas.calendar.utoronto.ca/student-services-resources#intl
"Degree Requirements (H.B.A., H.B.Sc., BCom)",https://fas.calendar.utoronto.ca/degree-requirements-hba-hbsc-bcom
Guide to Program & Course Descriptions,https://fas.calendar.utoronto.ca/guide-program-course-descriptions
Rules & Regulations,https://fas.calendar.utoronto.ca/rules-regulations
Registration,https://fas.calendar.utoronto.ca/rules-regulations#registration
Taking Course Outside the Faculty,https://fas.calendar.utoronto.ca/rules-regulations#outside
Course Loads,https://fas.calendar.utoronto.ca/rules-regulations#course-loads
Cancelling Courses or Registration,https://fas.calendar.utoronto.ca/rules-regulations#cancelling
Fees,https://fas.calendar.utoronto.ca/rules-regulations#fees
Course Marks,https://fas.calendar.utoronto.ca/rules-regulations#marks
Exams,https://fas.calendar.utoronto.ca/rules-regulations#exams
Credit/No Credit (CR/NCR),https://fas.calendar.utoronto.ca/rules-regulations#cnc
Late Withdrawal (LWD),https://fas.calendar.utoronto.ca/rules-regulations#LWD
Extra Courses,https://fas.calendar.utoronto.ca/rules-regulations#extra
Grading Regulations and GPA,https://fas.calendar.utoronto.ca/rules-regulations#grading
Academic Standing,https://fas.calendar.utoronto.ca/rules-regulations#standing
Appeals & Petitions,https://fas.calendar.utoronto.ca/rules-regulations#appeals-petitions
Reassessment of Marks,https://fas.calendar.utoronto.ca/rules-regulations#appeals-petitions
Student Records,https://fas.calendar.utoronto.ca/rules-regulations#records
University of Toronto Regulations and Policies,https://fas.calendar.utoronto.ca/rules-regulations#policies
About the University and the Faculty,https://fas.calendar.utoronto.ca/about-university-and-faculty
The Colleges,https://fas.calendar.utoronto.ca/colleges
Innis College,https://fas.calendar.utoronto.ca/colleges#Innis
New College,https://fas.calendar.utoronto.ca/colleges#New
St. Michael's College,https://fas.calendar.utoronto.ca/colleges#SMC
Trinity College,https://fas.calendar.utoronto.ca/colleges#Trinity
University College,https://fas.calendar.utoronto.ca/colleges#UC
Victoria College,https://fas.calendar.utoronto.ca/colleges#Victoria
Woodsworth College,https://fas.calendar.utoronto.ca/colleges#Woodsworth
PDF version of 2017-2018 Calendar,https://fas.calendar.utoronto.ca/pdf-version-current-calendar
Archived Calendars,https://fas.calendar.utoronto.ca/archived-calendars
